Comunidades Autonomas;Naturaleza de la finca;Número e importe;Periodo;Total
06 Cantabria;Viviendas;Número de hipotecas;2018M08;326
06 Cantabria;Viviendas;Número de hipotecas;2018M07;340
06 Cantabria;Viviendas;Número de hipotecas;2018M06;309
06 Cantabria;Viviendas;Número de hipotecas;2018M05;326
06 Cantabria;Viviendas;Número de hipotecas;2018M04;282
06 Cantabria;Viviendas;Número de hipotecas;2018M03;305
06 Cantabria;Viviendas;Número de hipotecas;2018M02;387
06 Cantabria;Viviendas;Número de hipotecas;2018M01;357
06 Cantabria;Viviendas;Número de hipotecas;2017M12;232
06 Cantabria;Viviendas;Número de hipotecas;2017M11;311
06 Cantabria;Viviendas;Número de hipotecas;2017M10;318
06 Cantabria;Viviendas;Número de hipotecas;2017M09;295
06 Cantabria;Viviendas;Número de hipotecas;2017M08;280
06 Cantabria;Viviendas;Número de hipotecas;2017M07;254
06 Cantabria;Viviendas;Número de hipotecas;2017M06;286
06 Cantabria;Viviendas;Número de hipotecas;2017M05;284
06 Cantabria;Viviendas;Número de hipotecas;2017M04;252
06 Cantabria;Viviendas;Número de hipotecas;2017M03;320
06 Cantabria;Viviendas;Número de hipotecas;2017M02;370
06 Cantabria;Viviendas;Número de hipotecas;2017M01;330
06 Cantabria;Viviendas;Número de hipotecas;2016M12;256
06 Cantabria;Viviendas;Número de hipotecas;2016M11;280
06 Cantabria;Viviendas;Número de hipotecas;2016M10;263
06 Cantabria;Viviendas;Número de hipotecas;2016M09;309
06 Cantabria;Viviendas;Número de hipotecas;2016M08;319
06 Cantabria;Viviendas;Número de hipotecas;2016M07;230
06 Cantabria;Viviendas;Número de hipotecas;2016M06;244
06 Cantabria;Viviendas;Número de hipotecas;2016M05;282
06 Cantabria;Viviendas;Número de hipotecas;2016M04;247
06 Cantabria;Viviendas;Número de hipotecas;2016M03;218
06 Cantabria;Viviendas;Número de hipotecas;2016M02;262
06 Cantabria;Viviendas;Número de hipotecas;2016M01;250
06 Cantabria;Viviendas;Número de hipotecas;2015M12;274
06 Cantabria;Viviendas;Número de hipotecas;2015M11;227
06 Cantabria;Viviendas;Número de hipotecas;2015M10;225
06 Cantabria;Viviendas;Número de hipotecas;2015M09;234
06 Cantabria;Viviendas;Número de hipotecas;2015M08;255
06 Cantabria;Viviendas;Número de hipotecas;2015M07;307
06 Cantabria;Viviendas;Número de hipotecas;2015M06;241
06 Cantabria;Viviendas;Número de hipotecas;2015M05;214
06 Cantabria;Viviendas;Número de hipotecas;2015M04;150
06 Cantabria;Viviendas;Número de hipotecas;2015M03;263
06 Cantabria;Viviendas;Número de hipotecas;2015M02;221
06 Cantabria;Viviendas;Número de hipotecas;2015M01;240
06 Cantabria;Viviendas;Número de hipotecas;2014M12;225
06 Cantabria;Viviendas;Número de hipotecas;2014M11;182
06 Cantabria;Viviendas;Número de hipotecas;2014M10;202
06 Cantabria;Viviendas;Número de hipotecas;2014M09;176
06 Cantabria;Viviendas;Número de hipotecas;2014M08;229
06 Cantabria;Viviendas;Número de hipotecas;2014M07;215
06 Cantabria;Viviendas;Número de hipotecas;2014M06;158
06 Cantabria;Viviendas;Número de hipotecas;2014M05;206
06 Cantabria;Viviendas;Número de hipotecas;2014M04;148
06 Cantabria;Viviendas;Número de hipotecas;2014M03;142
06 Cantabria;Viviendas;Número de hipotecas;2014M02;176
06 Cantabria;Viviendas;Número de hipotecas;2014M01;188
06 Cantabria;Viviendas;Número de hipotecas;2013M12;205
06 Cantabria;Viviendas;Número de hipotecas;2013M11;190
06 Cantabria;Viviendas;Número de hipotecas;2013M10;160
06 Cantabria;Viviendas;Número de hipotecas;2013M09;160
06 Cantabria;Viviendas;Número de hipotecas;2013M08;136
06 Cantabria;Viviendas;Número de hipotecas;2013M07;125
06 Cantabria;Viviendas;Número de hipotecas;2013M06;128
06 Cantabria;Viviendas;Número de hipotecas;2013M05;179
06 Cantabria;Viviendas;Número de hipotecas;2013M04;197
06 Cantabria;Viviendas;Número de hipotecas;2013M03;172
06 Cantabria;Viviendas;Número de hipotecas;2013M02;367
06 Cantabria;Viviendas;Número de hipotecas;2013M01;460
06 Cantabria;Viviendas;Número de hipotecas;2012M12;220
06 Cantabria;Viviendas;Número de hipotecas;2012M11;208
06 Cantabria;Viviendas;Número de hipotecas;2012M10;210
06 Cantabria;Viviendas;Número de hipotecas;2012M09;214
06 Cantabria;Viviendas;Número de hipotecas;2012M08;212
06 Cantabria;Viviendas;Número de hipotecas;2012M07;334
06 Cantabria;Viviendas;Número de hipotecas;2012M06;383
06 Cantabria;Viviendas;Número de hipotecas;2012M05;321
06 Cantabria;Viviendas;Número de hipotecas;2012M04;346
06 Cantabria;Viviendas;Número de hipotecas;2012M03;318
06 Cantabria;Viviendas;Número de hipotecas;2012M02;243
06 Cantabria;Viviendas;Número de hipotecas;2012M01;448
06 Cantabria;Viviendas;Número de hipotecas;2011M12;352
06 Cantabria;Viviendas;Número de hipotecas;2011M11;401
06 Cantabria;Viviendas;Número de hipotecas;2011M10;230
06 Cantabria;Viviendas;Número de hipotecas;2011M09;369
06 Cantabria;Viviendas;Número de hipotecas;2011M08;315
06 Cantabria;Viviendas;Número de hipotecas;2011M07;401
06 Cantabria;Viviendas;Número de hipotecas;2011M06;581
06 Cantabria;Viviendas;Número de hipotecas;2011M05;437
06 Cantabria;Viviendas;Número de hipotecas;2011M04;390
06 Cantabria;Viviendas;Número de hipotecas;2011M03;639
06 Cantabria;Viviendas;Número de hipotecas;2011M02;802
06 Cantabria;Viviendas;Número de hipotecas;2011M01;660
06 Cantabria;Viviendas;Número de hipotecas;2010M12;927
06 Cantabria;Viviendas;Número de hipotecas;2010M11;608
06 Cantabria;Viviendas;Número de hipotecas;2010M10;661
06 Cantabria;Viviendas;Número de hipotecas;2010M09;776
06 Cantabria;Viviendas;Número de hipotecas;2010M08;677
06 Cantabria;Viviendas;Número de hipotecas;2010M07;789
06 Cantabria;Viviendas;Número de hipotecas;2010M06;875
06 Cantabria;Viviendas;Número de hipotecas;2010M05;969
06 Cantabria;Viviendas;Número de hipotecas;2010M04;660
06 Cantabria;Viviendas;Número de hipotecas;2010M03;895
06 Cantabria;Viviendas;Número de hipotecas;2010M02;850
06 Cantabria;Viviendas;Número de hipotecas;2010M01;790
06 Cantabria;Viviendas;Número de hipotecas;2009M12;741
06 Cantabria;Viviendas;Número de hipotecas;2009M11;898
06 Cantabria;Viviendas;Número de hipotecas;2009M10;722
06 Cantabria;Viviendas;Número de hipotecas;2009M09;935
06 Cantabria;Viviendas;Número de hipotecas;2009M08;1.052
06 Cantabria;Viviendas;Número de hipotecas;2009M07;1.267
06 Cantabria;Viviendas;Número de hipotecas;2009M06;1.278
06 Cantabria;Viviendas;Número de hipotecas;2009M05;1.113
06 Cantabria;Viviendas;Número de hipotecas;2009M04;771
06 Cantabria;Viviendas;Número de hipotecas;2009M03;1.046
06 Cantabria;Viviendas;Número de hipotecas;2009M02;1.342
06 Cantabria;Viviendas;Número de hipotecas;2009M01;856
06 Cantabria;Viviendas;Número de hipotecas;2008M12;1.067
06 Cantabria;Viviendas;Número de hipotecas;2008M11;866
06 Cantabria;Viviendas;Número de hipotecas;2008M10;1.197
06 Cantabria;Viviendas;Número de hipotecas;2008M09;1.139
06 Cantabria;Viviendas;Número de hipotecas;2008M08;1.033
06 Cantabria;Viviendas;Número de hipotecas;2008M07;1.337
06 Cantabria;Viviendas;Número de hipotecas;2008M06;1.264
06 Cantabria;Viviendas;Número de hipotecas;2008M05;957
06 Cantabria;Viviendas;Número de hipotecas;2008M04;1.397
06 Cantabria;Viviendas;Número de hipotecas;2008M03;1.042
06 Cantabria;Viviendas;Número de hipotecas;2008M02;1.352
06 Cantabria;Viviendas;Número de hipotecas;2008M01;1.242
06 Cantabria;Viviendas;Número de hipotecas;2007M12;1.061
06 Cantabria;Viviendas;Número de hipotecas;2007M11;1.165
06 Cantabria;Viviendas;Número de hipotecas;2007M10;1.272
06 Cantabria;Viviendas;Número de hipotecas;2007M09;1.596
06 Cantabria;Viviendas;Número de hipotecas;2007M08;1.293
06 Cantabria;Viviendas;Número de hipotecas;2007M07;1.151
06 Cantabria;Viviendas;Número de hipotecas;2007M06;1.507
06 Cantabria;Viviendas;Número de hipotecas;2007M05;1.487
06 Cantabria;Viviendas;Número de hipotecas;2007M04;1.479
06 Cantabria;Viviendas;Número de hipotecas;2007M03;1.828
06 Cantabria;Viviendas;Número de hipotecas;2007M02;1.428
06 Cantabria;Viviendas;Número de hipotecas;2007M01;1.418
06 Cantabria;Viviendas;Número de hipotecas;2006M12;1.290
06 Cantabria;Viviendas;Número de hipotecas;2006M11;1.312
06 Cantabria;Viviendas;Número de hipotecas;2006M10;1.301
06 Cantabria;Viviendas;Número de hipotecas;2006M09;1.104
06 Cantabria;Viviendas;Número de hipotecas;2006M08;936
06 Cantabria;Viviendas;Número de hipotecas;2006M07;1.182
06 Cantabria;Viviendas;Número de hipotecas;2006M06;1.366
06 Cantabria;Viviendas;Número de hipotecas;2006M05;1.300
06 Cantabria;Viviendas;Número de hipotecas;2006M04;952
06 Cantabria;Viviendas;Número de hipotecas;2006M03;1.697
06 Cantabria;Viviendas;Número de hipotecas;2006M02;1.602
06 Cantabria;Viviendas;Número de hipotecas;2006M01;1.834
06 Cantabria;Viviendas;Número de hipotecas;2005M12;1.364
06 Cantabria;Viviendas;Número de hipotecas;2005M11;1.209
06 Cantabria;Viviendas;Número de hipotecas;2005M10;937
06 Cantabria;Viviendas;Número de hipotecas;2005M09;1.156
06 Cantabria;Viviendas;Número de hipotecas;2005M08;1.071
06 Cantabria;Viviendas;Número de hipotecas;2005M07;1.118
06 Cantabria;Viviendas;Número de hipotecas;2005M06;1.291
06 Cantabria;Viviendas;Número de hipotecas;2005M05;1.259
06 Cantabria;Viviendas;Número de hipotecas;2005M04;977
06 Cantabria;Viviendas;Número de hipotecas;2005M03;1.001
06 Cantabria;Viviendas;Número de hipotecas;2005M02;937
06 Cantabria;Viviendas;Número de hipotecas;2005M01;1.199
06 Cantabria;Viviendas;Número de hipotecas;2004M12;1.062
06 Cantabria;Viviendas;Número de hipotecas;2004M11;1.002
06 Cantabria;Viviendas;Número de hipotecas;2004M10;1.116
06 Cantabria;Viviendas;Número de hipotecas;2004M09;866
06 Cantabria;Viviendas;Número de hipotecas;2004M08;955
06 Cantabria;Viviendas;Número de hipotecas;2004M07;843
06 Cantabria;Viviendas;Número de hipotecas;2004M06;938
06 Cantabria;Viviendas;Número de hipotecas;2004M05;1.155
06 Cantabria;Viviendas;Número de hipotecas;2004M04;960
06 Cantabria;Viviendas;Número de hipotecas;2004M03;1.176
06 Cantabria;Viviendas;Número de hipotecas;2004M02;1.144
06 Cantabria;Viviendas;Número de hipotecas;2004M01;1.182
06 Cantabria;Viviendas;Número de hipotecas;2003M12;916
06 Cantabria;Viviendas;Número de hipotecas;2003M11;973
06 Cantabria;Viviendas;Número de hipotecas;2003M10;1.036
06 Cantabria;Viviendas;Número de hipotecas;2003M09;1.116
06 Cantabria;Viviendas;Número de hipotecas;2003M08;780
06 Cantabria;Viviendas;Número de hipotecas;2003M07;1.013
06 Cantabria;Viviendas;Número de hipotecas;2003M06;912
06 Cantabria;Viviendas;Número de hipotecas;2003M05;1.104
06 Cantabria;Viviendas;Número de hipotecas;2003M04;1.062
06 Cantabria;Viviendas;Número de hipotecas;2003M03;1.003
06 Cantabria;Viviendas;Número de hipotecas;2003M02;1.227
06 Cantabria;Viviendas;Número de hipotecas;2003M01;1.242
06 Cantabria;Viviendas;Importe de hipotecas;2023M12;34.803
06 Cantabria;Viviendas;Importe de hipotecas;2023M11;56.797
06 Cantabria;Viviendas;Importe de hipotecas;2023M10;33.467
06 Cantabria;Viviendas;Importe de hipotecas;2023M09;32.722
06 Cantabria;Viviendas;Importe de hipotecas;2023M08;34.958
06 Cantabria;Viviendas;Importe de hipotecas;2023M07;31.004
06 Cantabria;Viviendas;Importe de hipotecas;2023M06;43.747
06 Cantabria;Viviendas;Importe de hipotecas;2023M05;60.902
06 Cantabria;Viviendas;Importe de hipotecas;2023M04;31.245
06 Cantabria;Viviendas;Importe de hipotecas;2023M03;53.613
06 Cantabria;Viviendas;Importe de hipotecas;2023M02;48.435
06 Cantabria;Viviendas;Importe de hipotecas;2023M01;53.096
06 Cantabria;Viviendas;Importe de hipotecas;2022M12;42.102
06 Cantabria;Viviendas;Importe de hipotecas;2022M11;58.510
06 Cantabria;Viviendas;Importe de hipotecas;2022M10;55.777
06 Cantabria;Viviendas;Importe de hipotecas;2022M09;51.631
06 Cantabria;Viviendas;Importe de hipotecas;2022M08;51.454
06 Cantabria;Viviendas;Importe de hipotecas;2022M07;47.461
06 Cantabria;Viviendas;Importe de hipotecas;2022M06;62.334
06 Cantabria;Viviendas;Importe de hipotecas;2022M05;56.832
06 Cantabria;Viviendas;Importe de hipotecas;2022M04;43.502
06 Cantabria;Viviendas;Importe de hipotecas;2022M03;66.217
06 Cantabria;Viviendas;Importe de hipotecas;2022M02;63.995
06 Cantabria;Viviendas;Importe de hipotecas;2022M01;51.302
06 Cantabria;Viviendas;Importe de hipotecas;2021M12;48.097
06 Cantabria;Viviendas;Importe de hipotecas;2021M11;49.119
06 Cantabria;Viviendas;Importe de hipotecas;2021M10;52.434
06 Cantabria;Viviendas;Importe de hipotecas;2021M09;43.831
06 Cantabria;Viviendas;Importe de hipotecas;2021M08;42.443
06 Cantabria;Viviendas;Importe de hipotecas;2021M07;43.304
06 Cantabria;Viviendas;Importe de hipotecas;2021M06;67.744
06 Cantabria;Viviendas;Importe de hipotecas;2021M05;56.441
06 Cantabria;Viviendas;Importe de hipotecas;2021M04;43.824
06 Cantabria;Viviendas;Importe de hipotecas;2021M03;60.149
06 Cantabria;Viviendas;Importe de hipotecas;2021M02;51.809
06 Cantabria;Viviendas;Importe de hipotecas;2021M01;40.111
06 Cantabria;Viviendas;Importe de hipotecas;2020M12;38.757
06 Cantabria;Viviendas;Importe de hipotecas;2020M11;34.256
06 Cantabria;Viviendas;Importe de hipotecas;2020M10;29.827
06 Cantabria;Viviendas;Importe de hipotecas;2020M09;36.843
06 Cantabria;Viviendas;Importe de hipotecas;2020M08;30.057
06 Cantabria;Viviendas;Importe de hipotecas;2020M07;25.456
06 Cantabria;Viviendas;Importe de hipotecas;2020M06;40.108
06 Cantabria;Viviendas;Importe de hipotecas;2020M05;34.823
06 Cantabria;Viviendas;Importe de hipotecas;2020M04;20.735
06 Cantabria;Viviendas;Importe de hipotecas;2020M03;34.412
06 Cantabria;Viviendas;Importe de hipotecas;2020M02;43.798
06 Cantabria;Viviendas;Importe de hipotecas;2020M01;39.964
06 Cantabria;Viviendas;Importe de hipotecas;2019M12;39.434
06 Cantabria;Viviendas;Importe de hipotecas;2019M11;42.961
06 Cantabria;Viviendas;Importe de hipotecas;2019M10;33.662
06 Cantabria;Viviendas;Importe de hipotecas;2019M09;18.829
06 Cantabria;Viviendas;Importe de hipotecas;2019M08;25.799
06 Cantabria;Viviendas;Importe de hipotecas;2019M07;38.108
06 Cantabria;Viviendas;Importe de hipotecas;2019M06;35.660
06 Cantabria;Viviendas;Importe de hipotecas;2019M05;36.602
06 Cantabria;Viviendas;Importe de hipotecas;2019M04;29.719
06 Cantabria;Viviendas;Importe de hipotecas;2019M03;31.713
06 Cantabria;Viviendas;Importe de hipotecas;2019M02;36.931
06 Cantabria;Viviendas;Importe de hipotecas;2019M01;42.752
06 Cantabria;Viviendas;Importe de hipotecas;2018M12;27.402
06 Cantabria;Viviendas;Importe de hipotecas;2018M11;31.588
06 Cantabria;Viviendas;Importe de hipotecas;2018M10;38.495
06 Cantabria;Viviendas;Importe de hipotecas;2018M09;38.187
06 Cantabria;Viviendas;Importe de hipotecas;2018M08;33.589
06 Cantabria;Viviendas;Importe de hipotecas;2018M07;36.556
06 Cantabria;Viviendas;Importe de hipotecas;2018M06;31.769
06 Cantabria;Viviendas;Importe de hipotecas;2018M05;29.848
06 Cantabria;Viviendas;Importe de hipotecas;2018M04;32.835
06 Cantabria;Viviendas;Importe de hipotecas;2018M03;31.367
06 Cantabria;Viviendas;Importe de hipotecas;2018M02;42.777
06 Cantabria;Viviendas;Importe de hipotecas;2018M01;35.624
06 Cantabria;Viviendas;Importe de hipotecas;2017M12;22.195
06 Cantabria;Viviendas;Importe de hipotecas;2017M11;31.991
06 Cantabria;Viviendas;Importe de hipotecas;2017M10;37.372
06 Cantabria;Viviendas;Importe de hipotecas;2017M09;36.033
06 Cantabria;Viviendas;Importe de hipotecas;2017M08;32.064
06 Cantabria;Viviendas;Importe de hipotecas;2017M07;23.636
06 Cantabria;Viviendas;Importe de hipotecas;2017M06;28.974
06 Cantabria;Viviendas;Importe de hipotecas;2017M05;29.828
06 Cantabria;Viviendas;Importe de hipotecas;2017M04;26.038
06 Cantabria;Viviendas;Importe de hipotecas;2017M03;32.086
06 Cantabria;Viviendas;Importe de hipotecas;2017M02;34.846
06 Cantabria;Viviendas;Importe de hipotecas;2017M01;36.515
06 Cantabria;Viviendas;Importe de hipotecas;2016M12;25.500
06 Cantabria;Viviendas;Importe de hipotecas;2016M11;26.956
06 Cantabria;Viviendas;Importe de hipotecas;2016M10;27.545
06 Cantabria;Viviendas;Importe de hipotecas;2016M09;42.377
06 Cantabria;Viviendas;Importe de hipotecas;2016M08;32.155
06 Cantabria;Viviendas;Importe de hipotecas;2016M07;24.688
06 Cantabria;Viviendas;Importe de hipotecas;2016M06;28.096
06 Cantabria;Viviendas;Importe de hipotecas;2016M05;30.915
06 Cantabria;Viviendas;Importe de hipotecas;2016M04;27.431
06 Cantabria;Viviendas;Importe de hipotecas;2016M03;22.739
06 Cantabria;Viviendas;Importe de hipotecas;2016M02;24.395
06 Cantabria;Viviendas;Importe de hipotecas;2016M01;25.668
06 Cantabria;Viviendas;Importe de hipotecas;2015M12;26.332
06 Cantabria;Viviendas;Importe de hipotecas;2015M11;26.043
06 Cantabria;Viviendas;Importe de hipotecas;2015M10;22.794
06 Cantabria;Viviendas;Importe de hipotecas;2015M09;23.261
06 Cantabria;Viviendas;Importe de hipotecas;2015M08;27.411
06 Cantabria;Viviendas;Importe de hipotecas;2015M07;31.875
06 Cantabria;Viviendas;Importe de hipotecas;2015M06;22.956
06 Cantabria;Viviendas;Importe de hipotecas;2015M05;21.325
06 Cantabria;Viviendas;Importe de hipotecas;2015M04;18.596
06 Cantabria;Viviendas;Importe de hipotecas;2015M03;28.034
06 Cantabria;Viviendas;Importe de hipotecas;2015M02;22.577
06 Cantabria;Viviendas;Importe de hipotecas;2015M01;23.442
06 Cantabria;Viviendas;Importe de hipotecas;2014M12;22.528
06 Cantabria;Viviendas;Importe de hipotecas;2014M11;17.208
06 Cantabria;Viviendas;Importe de hipotecas;2014M10;18.348
06 Cantabria;Viviendas;Importe de hipotecas;2014M09;16.114
06 Cantabria;Viviendas;Importe de hipotecas;2014M08;22.345
06 Cantabria;Viviendas;Importe de hipotecas;2014M07;20.423
06 Cantabria;Viviendas;Importe de hipotecas;2014M06;14.946
06 Cantabria;Viviendas;Importe de hipotecas;2014M05;20.696
06 Cantabria;Viviendas;Importe de hipotecas;2014M04;14.311
06 Cantabria;Viviendas;Importe de hipotecas;2014M03;13.177
06 Cantabria;Viviendas;Importe de hipotecas;2014M02;16.147
06 Cantabria;Viviendas;Importe de hipotecas;2014M01;18.592
06 Cantabria;Viviendas;Importe de hipotecas;2013M12;20.253
06 Cantabria;Viviendas;Importe de hipotecas;2013M11;18.287
06 Cantabria;Viviendas;Importe de hipotecas;2013M10;16.436
06 Cantabria;Viviendas;Importe de hipotecas;2013M09;16.461
06 Cantabria;Viviendas;Importe de hipotecas;2013M08;13.550
06 Cantabria;Viviendas;Importe de hipotecas;2013M07;10.263
06 Cantabria;Viviendas;Importe de hipotecas;2013M06;12.149
06 Cantabria;Viviendas;Importe de hipotecas;2013M05;15.701
06 Cantabria;Viviendas;Importe de hipotecas;2013M04;17.875
06 Cantabria;Viviendas;Importe de hipotecas;2013M03;15.252
06 Cantabria;Viviendas;Importe de hipotecas;2013M02;35.154
06 Cantabria;Viviendas;Importe de hipotecas;2013M01;47.171
06 Cantabria;Viviendas;Importe de hipotecas;2012M12;26.598
06 Cantabria;Viviendas;Importe de hipotecas;2012M11;23.516
06 Cantabria;Viviendas;Importe de hipotecas;2012M10;21.175
06 Cantabria;Viviendas;Importe de hipotecas;2012M09;27.073
06 Cantabria;Viviendas;Importe de hipotecas;2012M08;21.063
06 Cantabria;Viviendas;Importe de hipotecas;2012M07;33.486
06 Cantabria;Viviendas;Importe de hipotecas;2012M06;42.259
06 Cantabria;Viviendas;Importe de hipotecas;2012M05;31.354
06 Cantabria;Viviendas;Importe de hipotecas;2012M04;24.921
06 Cantabria;Viviendas;Importe de hipotecas;2012M03;34.741
06 Cantabria;Viviendas;Importe de hipotecas;2012M02;25.610
06 Cantabria;Viviendas;Importe de hipotecas;2012M01;44.036
06 Cantabria;Viviendas;Importe de hipotecas;2011M12;41.218
06 Cantabria;Viviendas;Importe de hipotecas;2011M11;39.364
06 Cantabria;Viviendas;Importe de hipotecas;2011M10;22.823
06 Cantabria;Viviendas;Importe de hipotecas;2011M09;37.968
06 Cantabria;Viviendas;Importe de hipotecas;2011M08;31.611
06 Cantabria;Viviendas;Importe de hipotecas;2011M07;40.831
06 Cantabria;Viviendas;Importe de hipotecas;2011M06;67.429
06 Cantabria;Viviendas;Importe de hipotecas;2011M05;48.209
06 Cantabria;Viviendas;Importe de hipotecas;2011M04;43.095
06 Cantabria;Viviendas;Importe de hipotecas;2011M03;66.896
06 Cantabria;Viviendas;Importe de hipotecas;2011M02;99.348
06 Cantabria;Viviendas;Importe de hipotecas;2011M01;73.898
06 Cantabria;Viviendas;Importe de hipotecas;2010M12;87.543
06 Cantabria;Viviendas;Importe de hipotecas;2010M11;66.600
06 Cantabria;Viviendas;Importe de hipotecas;2010M10;76.642
06 Cantabria;Viviendas;Importe de hipotecas;2010M09;98.274
06 Cantabria;Viviendas;Importe de hipotecas;2010M08;81.773
06 Cantabria;Viviendas;Importe de hipotecas;2010M07;95.320
06 Cantabria;Viviendas;Importe de hipotecas;2010M06;116.438
06 Cantabria;Viviendas;Importe de hipotecas;2010M05;143.527
06 Cantabria;Viviendas;Importe de hipotecas;2010M04;71.796
06 Cantabria;Viviendas;Importe de hipotecas;2010M03;112.530
06 Cantabria;Viviendas;Importe de hipotecas;2010M02;113.794
06 Cantabria;Viviendas;Importe de hipotecas;2010M01;93.198
06 Cantabria;Viviendas;Importe de hipotecas;2009M12;79.241
06 Cantabria;Viviendas;Importe de hipotecas;2009M11;118.796
06 Cantabria;Viviendas;Importe de hipotecas;2009M10;80.644
06 Cantabria;Viviendas;Importe de hipotecas;2009M09;108.205
06 Cantabria;Viviendas;Importe de hipotecas;2009M08;124.712
06 Cantabria;Viviendas;Importe de hipotecas;2009M07;140.990
06 Cantabria;Viviendas;Importe de hipotecas;2009M06;129.670
06 Cantabria;Viviendas;Importe de hipotecas;2009M05;126.362
06 Cantabria;Viviendas;Importe de hipotecas;2009M04;77.604
06 Cantabria;Viviendas;Importe de hipotecas;2009M03;116.796
06 Cantabria;Viviendas;Importe de hipotecas;2009M02;173.741
06 Cantabria;Viviendas;Importe de hipotecas;2009M01;104.906
06 Cantabria;Viviendas;Importe de hipotecas;2008M12;130.226
06 Cantabria;Viviendas;Importe de hipotecas;2008M11;99.671
06 Cantabria;Viviendas;Importe de hipotecas;2008M10;141.209
06 Cantabria;Viviendas;Importe de hipotecas;2008M09;138.913
06 Cantabria;Viviendas;Importe de hipotecas;2008M08;155.888
06 Cantabria;Viviendas;Importe de hipotecas;2008M07;173.471
06 Cantabria;Viviendas;Importe de hipotecas;2008M06;167.792
06 Cantabria;Viviendas;Importe de hipotecas;2008M05;128.045
06 Cantabria;Viviendas;Importe de hipotecas;2008M04;176.463
06 Cantabria;Viviendas;Importe de hipotecas;2008M03;131.921
06 Cantabria;Viviendas;Importe de hipotecas;2008M02;156.884
06 Cantabria;Viviendas;Importe de hipotecas;2008M01;152.106
06 Cantabria;Viviendas;Importe de hipotecas;2007M12;135.820
06 Cantabria;Viviendas;Importe de hipotecas;2007M11;159.507
06 Cantabria;Viviendas;Importe de hipotecas;2007M10;155.883
06 Cantabria;Viviendas;Importe de hipotecas;2007M09;194.078
06 Cantabria;Viviendas;Importe de hipotecas;2007M08;163.591
06 Cantabria;Viviendas;Importe de hipotecas;2007M07;163.301
06 Cantabria;Viviendas;Importe de hipotecas;2007M06;212.613
06 Cantabria;Viviendas;Importe de hipotecas;2007M05;181.040
06 Cantabria;Viviendas;Importe de hipotecas;2007M04;199.651
06 Cantabria;Viviendas;Importe de hipotecas;2007M03;231.365
06 Cantabria;Viviendas;Importe de hipotecas;2007M02;185.710
06 Cantabria;Viviendas;Importe de hipotecas;2007M01;186.220
06 Cantabria;Viviendas;Importe de hipotecas;2006M12;155.812
06 Cantabria;Viviendas;Importe de hipotecas;2006M11;171.396
06 Cantabria;Viviendas;Importe de hipotecas;2006M10;173.912
06 Cantabria;Viviendas;Importe de hipotecas;2006M09;148.820
06 Cantabria;Viviendas;Importe de hipotecas;2006M08;113.888
06 Cantabria;Viviendas;Importe de hipotecas;2006M07;136.250
06 Cantabria;Viviendas;Importe de hipotecas;2006M06;166.528
06 Cantabria;Viviendas;Importe de hipotecas;2006M05;175.576
06 Cantabria;Viviendas;Importe de hipotecas;2006M04;123.009
06 Cantabria;Viviendas;Importe de hipotecas;2006M03;176.837
06 Cantabria;Viviendas;Importe de hipotecas;2006M02;202.684
06 Cantabria;Viviendas;Importe de hipotecas;2006M01;201.212
06 Cantabria;Viviendas;Importe de hipotecas;2005M12;149.741
06 Cantabria;Viviendas;Importe de hipotecas;2005M11;148.110
06 Cantabria;Viviendas;Importe de hipotecas;2005M10;105.480
06 Cantabria;Viviendas;Importe de hipotecas;2005M09;124.757
06 Cantabria;Viviendas;Importe de hipotecas;2005M08;116.586
06 Cantabria;Viviendas;Importe de hipotecas;2005M07;117.328
06 Cantabria;Viviendas;Importe de hipotecas;2005M06;150.204
06 Cantabria;Viviendas;Importe de hipotecas;2005M05;135.956
06 Cantabria;Viviendas;Importe de hipotecas;2005M04;109.907
06 Cantabria;Viviendas;Importe de hipotecas;2005M03;107.679
06 Cantabria;Viviendas;Importe de hipotecas;2005M02;103.314
06 Cantabria;Viviendas;Importe de hipotecas;2005M01;142.552
06 Cantabria;Viviendas;Importe de hipotecas;2004M12;115.278
06 Cantabria;Viviendas;Importe de hipotecas;2004M11;105.497
06 Cantabria;Viviendas;Importe de hipotecas;2004M10;116.811
06 Cantabria;Viviendas;Importe de hipotecas;2004M09;87.149
06 Cantabria;Viviendas;Importe de hipotecas;2004M08;96.837
06 Cantabria;Viviendas;Importe de hipotecas;2004M07;84.629
06 Cantabria;Viviendas;Importe de hipotecas;2004M06;90.267
06 Cantabria;Viviendas;Importe de hipotecas;2004M05;114.858
06 Cantabria;Viviendas;Importe de hipotecas;2004M04;98.037
06 Cantabria;Viviendas;Importe de hipotecas;2004M03;104.407
06 Cantabria;Viviendas;Importe de hipotecas;2004M02;101.502
06 Cantabria;Viviendas;Importe de hipotecas;2004M01;112.659
06 Cantabria;Viviendas;Importe de hipotecas;2003M12;88.646
06 Cantabria;Viviendas;Importe de hipotecas;2003M11;90.798
06 Cantabria;Viviendas;Importe de hipotecas;2003M10;94.632
06 Cantabria;Viviendas;Importe de hipotecas;2003M09;94.212
06 Cantabria;Viviendas;Importe de hipotecas;2003M08;67.764
06 Cantabria;Viviendas;Importe de hipotecas;2003M07;96.674
06 Cantabria;Viviendas;Importe de hipotecas;2003M06;81.163
06 Cantabria;Viviendas;Importe de hipotecas;2003M05;92.325
