Comunidades Autonomas;Naturaleza de la finca;Número e importe;Periodo;Total
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M11;244.741
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M10;210.300
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M09;311.414
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M08;307.494
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M07;243.333
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M06;364.572
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M05;301.812
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M04;238.506
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M03;352.403
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M02;474.333
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2011M01;458.907
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M12;376.966
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M11;472.335
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M10;377.691
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M09;557.876
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M08;457.163
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M07;488.931
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M06;575.009
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M05;605.898
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M04;445.324
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M03;514.416
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M02;579.756
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2010M01;580.491
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M12;573.607
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M11;517.761
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M10;502.739
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M09;543.338
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M08;511.744
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M07;594.860
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M06;659.250
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M05;580.630
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M04;607.585
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M03;623.428
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M02;635.799
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2009M01;704.995
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M12;741.763
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M11;553.485
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M10;813.566
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M09;760.007
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M08;764.795
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M07;783.277
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M06;775.852
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M05;786.528
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M04;795.434
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M03;869.803
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M02;927.933
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2008M01;925.894
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M12;799.492
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M11;1.075.819
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M10;1.003.071
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M09;966.982
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M08;1.011.763
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M07;958.744
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M06;1.210.220
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M05;1.167.727
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M04;916.635
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M03;1.073.976
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M02;1.048.328
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2007M01;1.166.432
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M12;794.715
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M11;943.037
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M10;816.650
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M09;1.011.696
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M08;887.412
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M07;811.952
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M06;997.496
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M05;1.056.479
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M04;978.388
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M03;1.173.862
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M02;992.542
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2006M01;996.390
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M12;698.265
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M11;830.171
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M10;698.005
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M09;935.546
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M08;719.186
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M07;650.145
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M06;692.852
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M05;778.201
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M04;838.538
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M03;721.047
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M02;783.978
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2005M01;764.519
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M12;628.008
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M11;602.932
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M10;684.669
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M09;577.389
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M08;615.261
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M07;582.799
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M06;679.378
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M05;615.404
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M04;679.603
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M03;698.123
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M02;791.866
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2004M01;710.027
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M12;496.511
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M11;510.853
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M10;650.142
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M09;565.271
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M08;421.373
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M07;550.952
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M06;522.988
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M05;539.607
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M04;484.277
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M03;504.043
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M02;482.963
07 Castilla y León;Total fincas urbanas;Importe de hipotecas;2003M01;557.638
07 Castilla y León;Viviendas;Número de hipotecas;2023M12;1.076
07 Castilla y León;Viviendas;Número de hipotecas;2023M11;1.269
07 Castilla y León;Viviendas;Número de hipotecas;2023M10;1.396
07 Castilla y León;Viviendas;Número de hipotecas;2023M09;1.175
07 Castilla y León;Viviendas;Número de hipotecas;2023M08;1.165
07 Castilla y León;Viviendas;Número de hipotecas;2023M07;1.206
07 Castilla y León;Viviendas;Número de hipotecas;2023M06;1.151
07 Castilla y León;Viviendas;Número de hipotecas;2023M05;1.414
07 Castilla y León;Viviendas;Número de hipotecas;2023M04;1.107
07 Castilla y León;Viviendas;Número de hipotecas;2023M03;1.619
07 Castilla y León;Viviendas;Número de hipotecas;2023M02;1.375
07 Castilla y León;Viviendas;Número de hipotecas;2023M01;1.464
07 Castilla y León;Viviendas;Número de hipotecas;2022M12;1.063
07 Castilla y León;Viviendas;Número de hipotecas;2022M11;1.487
07 Castilla y León;Viviendas;Número de hipotecas;2022M10;1.523
07 Castilla y León;Viviendas;Número de hipotecas;2022M09;1.483
07 Castilla y León;Viviendas;Número de hipotecas;2022M08;1.474
07 Castilla y León;Viviendas;Número de hipotecas;2022M07;1.563
07 Castilla y León;Viviendas;Número de hipotecas;2022M06;1.957
07 Castilla y León;Viviendas;Número de hipotecas;2022M05;1.740
07 Castilla y León;Viviendas;Número de hipotecas;2022M04;1.372
07 Castilla y León;Viviendas;Número de hipotecas;2022M03;1.790
07 Castilla y León;Viviendas;Número de hipotecas;2022M02;1.426
07 Castilla y León;Viviendas;Número de hipotecas;2022M01;1.450
07 Castilla y León;Viviendas;Número de hipotecas;2021M12;1.258
07 Castilla y León;Viviendas;Número de hipotecas;2021M11;1.625
07 Castilla y León;Viviendas;Número de hipotecas;2021M10;1.535
07 Castilla y León;Viviendas;Número de hipotecas;2021M09;1.676
07 Castilla y León;Viviendas;Número de hipotecas;2021M08;1.358
07 Castilla y León;Viviendas;Número de hipotecas;2021M07;1.510
07 Castilla y León;Viviendas;Número de hipotecas;2021M06;1.500
07 Castilla y León;Viviendas;Número de hipotecas;2021M05;1.382
07 Castilla y León;Viviendas;Número de hipotecas;2021M04;1.213
07 Castilla y León;Viviendas;Número de hipotecas;2021M03;1.327
07 Castilla y León;Viviendas;Número de hipotecas;2021M02;1.290
07 Castilla y León;Viviendas;Número de hipotecas;2021M01;1.184
07 Castilla y León;Viviendas;Número de hipotecas;2020M12;1.074
07 Castilla y León;Viviendas;Número de hipotecas;2020M11;1.232
07 Castilla y León;Viviendas;Número de hipotecas;2020M10;1.292
07 Castilla y León;Viviendas;Número de hipotecas;2020M09;966
07 Castilla y León;Viviendas;Número de hipotecas;2020M08;965
07 Castilla y León;Viviendas;Número de hipotecas;2020M07;935
07 Castilla y León;Viviendas;Número de hipotecas;2020M06;1.117
07 Castilla y León;Viviendas;Número de hipotecas;2020M05;902
07 Castilla y León;Viviendas;Número de hipotecas;2020M04;839
07 Castilla y León;Viviendas;Número de hipotecas;2020M03;962
07 Castilla y León;Viviendas;Número de hipotecas;2020M02;1.491
07 Castilla y León;Viviendas;Número de hipotecas;2020M01;1.891
07 Castilla y León;Viviendas;Número de hipotecas;2019M12;920
07 Castilla y León;Viviendas;Número de hipotecas;2019M11;1.013
07 Castilla y León;Viviendas;Número de hipotecas;2019M10;1.038
07 Castilla y León;Viviendas;Número de hipotecas;2019M09;779
07 Castilla y León;Viviendas;Número de hipotecas;2019M08;781
07 Castilla y León;Viviendas;Número de hipotecas;2019M07;1.412
07 Castilla y León;Viviendas;Número de hipotecas;2019M06;1.363
07 Castilla y León;Viviendas;Número de hipotecas;2019M05;1.555
07 Castilla y León;Viviendas;Número de hipotecas;2019M04;1.023
07 Castilla y León;Viviendas;Número de hipotecas;2019M03;1.120
07 Castilla y León;Viviendas;Número de hipotecas;2019M02;1.124
07 Castilla y León;Viviendas;Número de hipotecas;2019M01;1.138
07 Castilla y León;Viviendas;Número de hipotecas;2018M12;756
07 Castilla y León;Viviendas;Número de hipotecas;2018M11;1.078
07 Castilla y León;Viviendas;Número de hipotecas;2018M10;1.156
07 Castilla y León;Viviendas;Número de hipotecas;2018M09;1.156
07 Castilla y León;Viviendas;Número de hipotecas;2018M08;1.086
07 Castilla y León;Viviendas;Número de hipotecas;2018M07;1.068
07 Castilla y León;Viviendas;Número de hipotecas;2018M06;1.160
07 Castilla y León;Viviendas;Número de hipotecas;2018M05;1.117
07 Castilla y León;Viviendas;Número de hipotecas;2018M04;1.024
07 Castilla y León;Viviendas;Número de hipotecas;2018M03;1.029
07 Castilla y León;Viviendas;Número de hipotecas;2018M02;994
07 Castilla y León;Viviendas;Número de hipotecas;2018M01;1.160
07 Castilla y León;Viviendas;Número de hipotecas;2017M12;724
07 Castilla y León;Viviendas;Número de hipotecas;2017M11;925
07 Castilla y León;Viviendas;Número de hipotecas;2017M10;1.028
07 Castilla y León;Viviendas;Número de hipotecas;2017M09;1.172
07 Castilla y León;Viviendas;Número de hipotecas;2017M08;1.029
07 Castilla y León;Viviendas;Número de hipotecas;2017M07;946
07 Castilla y León;Viviendas;Número de hipotecas;2017M06;1.033
07 Castilla y León;Viviendas;Número de hipotecas;2017M05;1.157
07 Castilla y León;Viviendas;Número de hipotecas;2017M04;882
07 Castilla y León;Viviendas;Número de hipotecas;2017M03;1.107
07 Castilla y León;Viviendas;Número de hipotecas;2017M02;992
07 Castilla y León;Viviendas;Número de hipotecas;2017M01;1.063
07 Castilla y León;Viviendas;Número de hipotecas;2016M12;786
07 Castilla y León;Viviendas;Número de hipotecas;2016M11;953
07 Castilla y León;Viviendas;Número de hipotecas;2016M10;1.049
07 Castilla y León;Viviendas;Número de hipotecas;2016M09;976
07 Castilla y León;Viviendas;Número de hipotecas;2016M08;841
07 Castilla y León;Viviendas;Número de hipotecas;2016M07;709
07 Castilla y León;Viviendas;Número de hipotecas;2016M06;992
07 Castilla y León;Viviendas;Número de hipotecas;2016M05;1.142
07 Castilla y León;Viviendas;Número de hipotecas;2016M04;919
07 Castilla y León;Viviendas;Número de hipotecas;2016M03;826
07 Castilla y León;Viviendas;Número de hipotecas;2016M02;1.033
07 Castilla y León;Viviendas;Número de hipotecas;2016M01;1.054
07 Castilla y León;Viviendas;Número de hipotecas;2015M12;724
07 Castilla y León;Viviendas;Número de hipotecas;2015M11;774
07 Castilla y León;Viviendas;Número de hipotecas;2015M10;815
07 Castilla y León;Viviendas;Número de hipotecas;2015M09;919
07 Castilla y León;Viviendas;Número de hipotecas;2015M08;867
07 Castilla y León;Viviendas;Número de hipotecas;2015M07;925
07 Castilla y León;Viviendas;Número de hipotecas;2015M06;854
07 Castilla y León;Viviendas;Número de hipotecas;2015M05;878
07 Castilla y León;Viviendas;Número de hipotecas;2015M04;754
07 Castilla y León;Viviendas;Número de hipotecas;2015M03;865
07 Castilla y León;Viviendas;Número de hipotecas;2015M02;790
07 Castilla y León;Viviendas;Número de hipotecas;2015M01;861
07 Castilla y León;Viviendas;Número de hipotecas;2014M12;654
07 Castilla y León;Viviendas;Número de hipotecas;2014M11;645
07 Castilla y León;Viviendas;Número de hipotecas;2014M10;676
07 Castilla y León;Viviendas;Número de hipotecas;2014M09;827
07 Castilla y León;Viviendas;Número de hipotecas;2014M08;839
07 Castilla y León;Viviendas;Número de hipotecas;2014M07;773
07 Castilla y León;Viviendas;Número de hipotecas;2014M06;734
07 Castilla y León;Viviendas;Número de hipotecas;2014M05;867
